ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
"OWENS, Bonnie",TALLY,Singles: 7-inch,Country,"Tally 156. ""Stop The World"" and ""Don't Take Advantage Of Me."" [Ctry3]", ,Very Good ++
"OWENS, Buck",CAPITOL,EPs: 7-inch,Country,"Capitol 5446. ""Memphis"" and ""If You Fall Out Of Love With Me"" and ""Fallin' For You"" and ""Let The Sad Times Roll On."" [Ctry3]", ,Very Good +
"OWENS, Buck",CAPITOL,Picture Sleeves,Country,"Capitol 2080. ""How Long Will My Baby Be Gone."" [Ctry3]", ,Very Good +
"OWENS, Buck",CAPITOL,Picture Sleeves,Country,"Capitol 2080. ""How Long Will My Baby Be Gone."" [Ctry3]", ,Very Good ++
"OWENS, Buck",CAPITOL,Picture Sleeves,Country,"Capitol 3164. ""Rollin' In My Sweet Baby's Arms."" [Ctry3]", ,Near Mint
"OWENS, Buck, & Buddy Alan",CAPITOL,Singles: 7-inch,Country,"B-side= ""Wham Bam."" [Ctry3]","3215 ""Too Old to Cut the  Mustard"" ",Near Mint
"OWENS, Buck, & Buddy Alan",CAPITOL,Picture Sleeves,Country,[Ctry3],"3215 ""Too Old To Cut The Mustard"" ",Very Good
"OWENS, Buck",CAPITOL,Picture Sleeves,Country,"Capitol 5336. ""I've Got A Tiger By The Tail/Cryin' Time."" [Ctry3]", ,Very Good +
"OWENS, Buck",CAPITOL,Picture Sleeves,Country,"Capitol 5336. ""I've Got A Tiger By The Tail/Cryin' Time."" [Ctry3]", ,Very Good
"OWENS, Buck",CAPITOL,Picture Sleeves,Country,"Capitol 5865. ""Sam's Place"" and ""Don't Ever Tell Me Goodbye."" [Ctry3]", ,Very Good
"OWENS, Buck",CAPITOL,Picture Sleeves,Country,"Capitol 5942. ""Your Tender Loving Care/What A Liar I Am."" [Ctry3]", ,Very Good ++
"OWENS, Cindy",JAMIE,Singles: 7-inch,Country,"B-side= ""Cry My Guitar, Cry On."" [Ctry3]","1316 ""7 Days in One"" ",Very Good +
"ROGERS, Kenny, & Dolly Parton",RCA,Picture Sleeves,Country,"RCA 13615. ""Islands In The Stream/I Will Always Love You."" [Ctry3]", ,Very Good +
"PAUL, Glen",SARG,Singles: 7-inch,Country,"B-side= ""I'm Broke."" [Ctry3]","129 ""Road to Nowhere"" ",Near Mint
"PAYCHECK, Johnny",HILLTOP,Singles: 7-inch,Country,"Hilltop 3007. ""A-11"" and ""Where (In The World)."" [Ctry3]", ,Near Mint
"PAYCHECK, Johnny",HILLTOP,Singles: 7-inch,Country,"Hilltop 3007. ""A-11"" and ""Where (In The World)."" [Ctry3]", ,Near Mint
"PENNY, Hank",RCA,Singles: 7-inch,Country,"RCA 4862. ""Hadacillin Boogie"" and ""If I Can't Wear The Pants."" [Ctry3]", ,Very Good ++
"PERKINS, Carl",COLUMBIA,Singles: 7-inch,Country,"B-side= ""1143."" [Ctry3]","44723 ""Restless"" ",Near Mint
"PERKINS, Carl",DOLLIE,Singles: 7-inch,Country,"B-side= ""If I Could Come Back."" [Ctry3]","505 ""Country Boy's  Dream"" ",Near Mint
"PERRY, Bill",POOR BOY,Singles: 7-inch,Country,"B-side= ""My Last Go Round."" [Ctry3]","91 ""Swimming On The Bottom Of The Pool"" ",Near Mint
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 28091. ""That Heart Belongs To Me"" and ""So Used To Loving You."" [Ctry3]",28091 thru 29974 ,Very Good ++
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 28091. ""That Heart Belongs To Me"" and ""So Used To Loving You."" [Ctry3]",28091 thru 29974 ,Near Mint
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 28369. ""I'll Always Take Care Of You"" and ""Back Street Affair."" [Ctry3]",28091 thru 29974 ,Near Mint
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 28594. ""The Last Waltz"" and ""I Haven't Got The Heart."" [Ctry3]",28091 thru 29974 ,Near Mint
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 29252. ""You're Not Mine Anymore"" and ""More And More."" [Ctry3]",28091 thru 29974 ,Very Good ++
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 29974. ""We'll Find A Way"" and ""Any Old Time."" [Ctry3]",28091 thru 29974 ,Very Good ++
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 30155. ""It's My Way"" and ""I'm Tired."" [Ctry3]",30255 thru 30923 ,Very Good +
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 30155. ""It's My Way"" and ""I'm Tired."" [Ctry3]",30255 thru 30923 ,Very Good ++
"PIERCE, Webb",DECCA,Singles: 7-inch,Country,"Decca 31737. ""Let Me Live A Little"" and ""Loving You Then Losing You."" [Ctry3]",31000 thru 33000 series ,Very Good ++
"PLANK, Lucky",BEJAY,Singles: 7-inch,Country,"B-side= ""Movin' From Boom To Boom."" [Ctry3]","1348 ""A Roughneck's A Pretty Good Joe"" ",Very Good
PONY EXPRESS,ZIPPER CITY,Singles: 7-inch,Country,"B-side= ""I Heard You've Been Layin' My Old Lady."" [Ctry3]","906037 ""Up Against The Wall, Red Necked Mother"" ",Near Mint
"PRESTON, Terry",CAPITOL,Singles: 7-inch,Country,"Capitol 2024. ""I'm Missin' Lots Of Lovin'"" and ""Words."" With original Capitol sleeve. 1"" label tear. [Ctry3]", ,Very Good +
"PRESTON, Terry",CAPITOL,Singles: 7-inch,Country,"Capitol 221. ""Are You Afraid"" and ""I'm Only Wishing."" With original Capitol sleeve. [Ctry3]", ,Very Good
"PRICE, Ray",COLUMBIA,Singles: 7-inch,Country,"Columbia 21025. ""Don't Let The Stars Get In Your Eyes"" and ""I Lost The Only Love I Knew."" [Ctry3]",20810 thru 21562 ,Very Good
"RAND, Bobby",DOT,Singles: 7-inch,Country,"B-side= ""Talking To Myself."" [Ctry3]","15580 ""Don't Make My Poor Heart  Weep"" ",Very Good
"RAY, Von",DEE JAY,Singles: 7-inch,Country,"B-side= ""Same Old Music."" [Ctry3]","1011 ""You're No Secret Of Mine"" ",Very Good ++
"REEVES, Jim",RCA,Singles: 7-inch,Country,"RCA 7380. ""I'd Like To Be"" and ""Billy Bayou."" [Ctry3]",6200 thru 7557 ,Very Good ++
"REEVES, Jim",RCA,Singles: 7-inch,Country,"B-side= ""In A Mansion Stands My Love."" [Ctry3]","7643 ""He'll Have to Go"" ",Very Good +
"REEVES, Jim",RCA,Singles: 7-inch,Country,"B-side= ""In A Mansion Stands My Love."" [Ctry3]","7643 ""He'll Have to Go"" ",Very Good ++
"REEVES, Jim",RCA,Singles: 7-inch,Country,"RCA 8383. ""I Guess I'm Crazy"" and ""Not Until The Next Time."" [Ctry3]",7756 thru 9969 ,Very Good ++
"REEVES, Jim",RCA,Singles: 7-inch,Country,"RCA 8461. ""Highway To Nowhere"" and ""I Won't Forget You."" [Ctry3]",7756 thru 9969 ,Very Good ++
"REEVES, Jim",RCA,Singles: 7-inch,Country,"RCA 8508. ""There's That Smile Again"" and ""This Is It."" [Ctry3]",7756 thru 9969 ,Very Good ++
"REEVES, Jim",RCA,Picture Sleeves,Country,[Ctry3],"8625 ""Is It Really Over"" ",Very Good ++
"RICH, Charlie",EPIC,Singles: 7-inch,Country,"Epic 10950. ""Behind Closed Doors"" and ""A Sunday Kind Of Woman."" [Ctry3]", ,Very Good ++
"RICH, Charlie",RCA,Singles: 7-inch,Country,"B-side= ""Gentleman Jim."" [Ctry3]","8536 ""There Won't Be Any  More"" ",Very Good ++
"RICH, Charlie",SMASH,Singles: 7-inch,Country,"B-side= ""I Washed My Hands In Muddy Water."" [Ctry3]","1993 ""Mohair Sam"" ",Very Good ++
"RILEY, Jeannie C.",PLANTATION,Singles: 7-inch,Country,"Plantation 7. ""The Girl Most Likely"" and ""My Scrapbook."" [Ctry3]",3 thru 173 Black vinyl.,Very Good ++
"RILEY, Jeannie C.",PLANTATION,Singles: 7-inch,Country,"Plantation 59. ""Holdin' On"" and ""Duty Not Desire."" [Ctry3]",3 thru 173 Black vinyl.,Very Good ++
"RILEY, Jeannie C.",JEANNIE C. RILEY ENTERPRISES,Picture Sleeves,Country,"Great pictures of Jeannie C. Riley! Reverse of picture sleeve plugs the song ""Gone With The West Texas Wind"" from the album ""Total Woman."" [Ctry3]","no# ""Return To Harper Valley"" ",Near Mint
"RILEY, Jeannie C.",APRIL FOOLS PRODUCTIONS,Picture Sleeves,Country,Original Sound Track Recording. Great cover featuring painting depicting Barbara Eden and cast from the motion picture. [Ctry3],"no# ""Harper Valley P.T.A."" ",Very Good ++
"RITTER, Tex",CAPITOL,Singles: 7-inch,Country,"Capitol 4567. ""I Dreamed Of A Hill-Billy Heaven"" and ""The Wind And The Tree."" [Ctry3]",4000 thru 5900 series ,Near Mint
"RIVERS, Red",COX,Singles: 7-inch,Country,"B-side= ""2-1=7."" [Ctry3]","1001 ""King Of The Hill"" ",Very Good
"ROBBINS, Marty",COLUMBIA,EPs: 7-inch,Country,"""Kaw-Liga"" and ""Waltz Of The Wind"" and ""Then I Turned And Walked Slowly Away"" and ""A House With Everything But Love."" With original Columbia sleeve. [Ctry3]","11891 ""Marty   Robbins"" ",Very Good +
"ROBBINS, Marty",COLUMBIA,EPs: 7-inch,Country,"Columbia 13491. ""They're Hanging Me Tonight"" and ""The Strawberry Roan"" and ""El Paso"" and ""A Hundred And Sixty Acres."" [Ctry3]","13491/13492/13493 ""Gunfighter Ballads and Trail Songs"" ",Very Good ++
"ROGERS, Gil",K-ARK,Singles: 7-inch,Country,"B-side= ""Pretty Woman Make (A Fool Out Of Me)."" Includes Gil Rogers business card with a color picture of Gil and a pretty cowgirl in complete show biz outfits/guitar/sitting on a fence in the country. One of a kind piece. [Ctry3]","716 ""Daddy's Back From The Store"" ",Very Good ++
"SHANE, Lonnie, & Faye Lane",DANRITE,Singles: 7-inch,Country,"Danrite 106. ""Love's Rainbow"" and ""Love You Real Bad."" [Ctry3]", ,Very Good +
"SHEPARD, Jean",CAPITOL,Singles: 7-inch,Country,"Capitol 4321. ""The One You Slip Around With"" and ""The Mysteries Of Life."" [Ctry3]"," Orange-yellow, red-orange, orange, red, and any combination of those colors. Label either has Capitol Dome logo on left, or no Dome at all.",Near Mint
SHIRLEY & SQUIRRELY,MABEL,Singles: 7-inch,Country,"B-side= ""Hey Shirley (inst.)"" [Ctry3]","1001 ""Hey Shirley"" ",Near Mint
"SIMPSON, Jay",GRAND NATIONAL,Singles: 7-inch,Country,"B-side= ""Drinkin' Spree."" [Ctry3]","201 ""Empty Glass"" ",Very Good ++
"SIMPSON, Jay",ZONE,Singles: 7-inch,Country,"B-side= ""There Is A God."" [Ctry3]","1083 ""I Backed Out On Satan"" ",Very Good ++
SINGING CHEROKEE,CHEROKEE,Singles: 7-inch,Country,"B-side= ""Standing In The Doorway."" [Ctry3]","1028/29 ""Love Across The Tracks"" ",Very Good
"SMITH, Carl",COLUMBIA,Singles: 7-inch,Country,"Columbia 20862. ""Me And My Broken Heart"" and ""Let Old Mother Nature Have Her Way."" [Ctry3]",20796 thru 21226 ,Very Good ++
"SMITH, Carl",COLUMBIA,Singles: 7-inch,Country,"Columbia 21493. ""I've Changed"" and ""If You Do Dear."" Sticker on both sides of label. [Ctry3]",21317 thru 21552 ,Very Good ++
"SMITH, Carl",COLUMBIA,Singles: 7-inch,Country,"Columbia 21552. ""Before I Met You"" and ""Wicked Lies."" [Ctry3]",21317 thru 21552 ,Very Good +
"SNOW, Hank",RCA,Singles: 7-inch,Country,"RCA 5380. ""For Now And Always"" and ""A Message From The Tradewinds."" [Ctry4]",4346 thru 6715 ,Very Good ++
"SNOW, Hank",RCA,Singles: 7-inch,Country,"RCA 8713. ""Crazy Little Train (Or Love)"" and ""I've Cried A Mile."" [Ctry4]",7803 thru 9907 ,Very Good ++
"SOVINE, Red",STARDAY,Singles: 7-inch,Country,"Starday 896. ""Mr. Sunday Sun"" and ""Freightliner Fever."" [Ctry4]",500 thru 800 series ,Very Good ++
"SOVINE, Red",STARDAY,Singles: 7-inch,Country,"Starday 915. ""Enough To Take The Me Out Of Men"" and ""I'm Waiting Just For You."" [Ctry4]",Except 500 thru 800  series ,Near Mint
"SOVINE, Red",STARDAY,Singles: 7-inch,Country,"Starday 918. ""The Thought Of Losing You"" and ""The Unfinished Letter."" [Ctry4]",Except 500 thru 800  series ,Near Mint
"STEWART, Wynn",CHALLENGE,Singles: 7-inch,Country,"Challenge 9142. ""I Don't Feel At Home"" and ""I Done Done It."" [Ctry4]",Except 59061 ,Very Good ++
"STEWART, Wynn",CHALLENGE,Singles: 7-inch,Country,"Challenge 9142. ""I Don't Feel At Home"" and ""I Done Done It."" [Ctry4]",Except 59061 ,Near Mint
"STEWART, Wynn",CHALLENGE,Singles: 7-inch,Country,"Challenge 9164. ""Donna On My Mind"" and ""Another Day, Another Dollar."" [Ctry4]",Except 59061 ,Very Good +
"STEWART, Wynn",CHALLENGE,Singles: 7-inch,Country,"Challenge 59216. ""Big City"" and ""One Way To Go."" [Ctry4]",Except 59061 ,Near Mint
"STOKES, Doil",MUSIC MILL,Singles: 7-inch,Country,"B-side= ""The Little Things."" [Ctry4]","606 ""Crazy Little Carhop"" ",Near Mint
STONEMANS,STARDAY,Singles: 7-inch,Country,"B-side= ""Talking Fiddle Blues."" With original Starday sleeve. [Ctry4]","599 ""That Pal of Mine"" ",Near Mint
TACKETT FAMILY,KO CO BO,Singles: 7-inch,Country,"B-side= ""I'm Bound For The Land Of Canaan."" [Ctry4]","1002 ""Oh, What A Glad Day"" ",Very Good
"TAFOYA, Ernest",D,Singles: 7-inch,Country,"B-side= ""Bull Of The Woods."" [Ctry4]","1295 ""Mister Average"" ",Very Good +
"TEER, Dottie & JoVal",IMPEL,Singles: 7-inch,Country,"B-side= ""All I Really Needed Was Your Love."" [Ctry4]","007 ""The Day We Live For Is Today"" ",Very Good ++
"THOMPSON, Hank",CAPITOL,EPs: 7-inch,Country,"Capitol 1246. Songs For Rounders. ""Cocaine Blues"" and ""Dry Bread"" and ""Bummin' Around"" and ""Deep Elm."" [Ctry4]", ,Near Mint
"THOMPSON, Hank",CAPITOL,Singles: 7-inch,Country,"Capitol 2823. ""Honky-Tonk Girl"" and ""We've Gone Too Far."" [Ctry4]
",1000 & 2000 series ,Very Good
"THOMPSON, Hank",CAPITOL,Singles: 7-inch,Country,"Capitol 3709. ""A Girl In The Night"" and ""Quicksand."" [Ctry4]",3709 thru 4968 ,Very Good
"THOMPSON, Hank",CAPITOL,Singles: 7-inch,Country,"Capitol 3781. ""Under The Double Eagle"" and ""Tears Are Only Rain."" [Ctry4]",3709 thru 4968 ,Very Good +
"THOMPSON, Hank",CAPITOL,Singles: 7-inch,Country,"Capitol 3850. ""If I'm Not Too Late"" and ""Just An Old Flame."" [Ctry4]",3709 thru 4968 ,Very Good +
"THOMPSON, Hank",CAPITOL,Singles: 7-inch,Country,"Capitol 4138. ""Cocoanut Grove"" and ""Tuxedo Junction."" [Ctry4]",3709 thru 4968 ,Very Good +
"THOMPSON, Sue",HICKORY,Singles: 7-inch,Country,"B-side= ""Throwin' Kisses."" [Ctry4]","1144 ""Angel Angel"" ",Very Good +
"THOMPSON, Sue",HICKORY,Singles: 7-inch,Country,"B-side= ""It Has To Be."" With original Hickory sleeve. [Ctry4]","1166 ""Two of a Kind"" Without insert.",Very Good +
"THOMPSON, Sue",HICKORY,Singles: 7-inch,Country,"Hickory 1196. ""Willie Can"" and ""Too Much In Love."" With original Hickory sleeve. [Ctry4]",1174 thru 1488 ,Very Good +
"THOMPSON, Sue",HICKORY,Promotional Singles,Country,"B-side= ""Afraid."" [Ctry4]","1328 ""It's Break-Up Time"" ",Very Good ++
"THOMPSON, Sue",HICKORY,Singles: 7-inch,Country,"Hickory 1431. ""The Language Of Love"" and ""Let Me Down Hard."" [Ctry4]",1174 thru 1488 ,Very Good ++
"THOMSON, Don",TORO,Singles: 7-inch,Country,"B-side= ""Break Of Day."" [Ctry4]","106 ""Pink Polka Dotted Mack"" ",Very Good +
TONCAS,ZIA,Singles: 7-inch,Country,"Includes autographed promotional poster. B-side= ""Rainbow Love."" Santa Fe, New Mexico label. [Ctry4]","100 ""Hello Zoo"" ",Near Mint
"TOROK, Mitchell",ABBOTT,Singles: 7-inch,Country,"Vinyl is VG+, but one side of label has damage. B-side= ""Little Hoo-Wee."" [Ctry4]","136 ""Judalina"" ",Very Good +
"TOROK, Mitchell",ABBOTT,Singles: 7-inch,Country,"B-side= ""Weep Away."" [Ctry4]","140 ""Caribbean"" ",Very Good +
"TOROK, Mitchell",ABBOTT,Singles: 7-inch,Country,"Plays VG. B-side= ""Gigolo."" [Ctry4]","150 ""Hootchy Kootchy  Henry"" ",Good
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 28448. ""Somebody Loves You"" and ""Don't Trifle On Your Sweetheart."" [Ctry4]",28067 thru 29633 ,Near Mint
"FOLEY, Red, & Ernest Tubb",DECCA,Singles: 7-inch,Country,"B-side= ""You're A Real Good Friend."" [Ctry4]","28634 ""No Help Wanted   #2"" ",Near Mint
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 28777. ""My Wasted Past"" and ""Don't Brush Them On Me."" With original Decca sleeve. [Ctry4]",28067 thru 29633 ,Very Good +
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 29415. ""The Woman's Touch"" and ""Kansas City Blues."" [Ctry4]",28067 thru 29633 ,Very Good
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 29934. ""Jimmie Rodgers' Last Blue Yodal"" and ""Will You Be Satisfied That Way."" [Ctry4]",29836 thru 30952 ,Very Good ++
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 29934. ""Jimmie Rodgers' Last Blue Yodel"" and ""Will You Be Satisfied That Way."" [Ctry4]",29836 thru 30952 ,Near Mint
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 29934. ""Jimmie Rodgers' Last Blue Yodel"" and ""Will You Be Satisfied That Way."" [Ctry4]",29836 thru 30952 ,Very Good +
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 30098. ""Loving You My Weakness"" and ""Treat Her Right."" [Ctry4]",29836 thru 30952 ,Very Good
"TUBB, Ernest",DECCA,Singles: 7-inch,Country,"Decca 30549. ""House Of Glass"" and ""Heaven Help Me."" [Ctry4]",29836 thru 30952 ,Very Good ++
"TURNER, Rex, & Westerners",ROYALE,Singles: 7-inch,Country,"Red vinyl. B-side= ""I'm Throwing Rice At The Girl I Love."" [Ctry4]","45120 ""Jealous Heart"" ",Very Good
"TURNER, Rex, & Westerners",ROYALE,Singles: 7-inch,Country,"Red vinyl. B-side= ""Let's Live A Little."" [Ctry4]","45357 ""Hey Good Looking"" ",Very Good
"TWITTY, Conway",DECCA,Singles: 7-inch,Country,"Decca 31897. ""Honky Tonk Man"" and ""Guess My Eyes Were Bigger Than My Heart."" [Ctry4]", ,Very Good +
"TWITTY, Conway",MGM,Singles: 7-inch,Country,"B-side= ""I'll Try."" [Ctry4]","12677 ""It's Only Make  Believe"" ",Very Good
"TYSON, Bill",ZAK TONE,Singles: 7-inch,Country,"Autographed by Bill Tyson and members of his band. B-side= ""Just Forget Me."" [Ctry4]","1038 ""Come On, Stop"" ",Very Good
"VENABLE, Jerry",RAVEN,Singles: 7-inch,Country,"Tear on one side of label. B-side= ""That's A Joke Son."" [Ctry4]","919 ""I Should Know Better"" ",Very Good
"WALDROP, Les",FLOP,Singles: 7-inch,Country,"B-side= ""Funny Feeling."" Includes VG- picture sleeve that's split on one side. [Ctry4]","065 ""Loafer's Glory"" ",Near Mint
"WALKER, Billy",COLUMBIA,Promotional Singles,Country,"B-side= ""Ghost Of A Promise."" X's on one side of label. [Ctry4]","41226 ""It's Doggone Tough On Me"" ",Near Mint
"WALKER, Lou",SIMS,Singles: 7-inch,Country,"B-side= ""Do You Love Me Anymore."" [Ctry4]","181 ""Too Much Gossip"" ",Near Mint
"WASHBURN, Jack",REGARD,Singles: 7-inch,Country,"B-side= ""You're Just Wasting My Time."" Shawnee, Oklahoma label. [Ctry4]","1002 ""Laugh Of The Town"" ",Near Mint
"WAYNE, Billie",DEE-LARK,Singles: 7-inch,Country,"B-side= ""Second Choice."" [Ctry4]","6971 ""The Good And The Bad"" ",Near Mint
"WAYNE, Billy",MAGIC,Singles: 7-inch,Country,"B-side= ""Again."" [Ctry4]","3006 ""Expert On The Blues"" ",Very Good +
"WAYNE, Curtis",DEE JAY,Singles: 7-inch,Country,"B-side= ""Round Hole Guitar."" [Ctry4]","1025 ""Look What You've Done to the World"" ",Very Good
"WAYNE, Curtis",LOVEBUG,Singles: 7-inch,Country,"B-side= ""Too Much Of Too Little."" [Ctry4]","0797 ""Oklahoma City Town"" ",Very Good ++
"WAYNE, Luther",TOPPA,Singles: 7-inch,Country,"B-side= ""Wedding Bells Ringing."" [Ctry4]","1012 ""Linda"" ",Very Good ++
"WAYNE, Tex",D,Singles: 7-inch,Country,"Slight label discoloration. B-side= ""Standing At The Crossroads."" [Ctry4]","1248 ""Angel With A Pony Tail"" ",Very Good ++
"WEAVER, Jim",LEVEE,Singles: 7-inch,Country,"B-side= ""Everybody Loves A Winner (Like The Cowboy Football Team)."" [Ctry4]","110 ""Battle At New Orleans (Super Bowl VI)"" ",Very Good +
"WEAVER, Loyd",CORAL,Singles: 7-inch,Country,"B-side= ""After My Love Has Turned To Hate."" [Ctry4]","64155 ""Woman Trouble Blues"" ",Very Good
"WEAVER, Loyd",CORAL,Singles: 7-inch,Country,"B-side= ""After My Love Has Turned To Hate."" [Ctry4]","64155 ""Woman Trouble Blues"" ",Very Good
"WEBSTER, Chase",HICKORY,Promotional Singles,Country,"B-side= ""Cry, Cry Darling."" [Ctry4]","1303 ""Find Out"" ",Very Good ++
"WELLS, Kitty",DECCA,Singles: 7-inch,Country,"Decca 28232. ""It Wasn't God Who Made Honky Tonk Angels"" and ""I Don't Want Your Money, I Want Your Time."" [Ctry4]",28000 & 29000 series ,Very Good ++
"WELLS, Kitty",DECCA,Singles: 7-inch,Country,"Decca 28432. ""I Heard The Juke Box Playing"" and ""A Wedding Ring Ago."" [Ctry4]",28000 & 29000 series ,Near Mint
"WELLS, Kitty",DECCA,Singles: 7-inch,Country,"Decca 28525. ""The Things I Might Have Been"" and ""Divided By Two."" [Ctry4]",28000 & 29000 series ,Near Mint
"WELLS, Kitty",DECCA,Singles: 7-inch,Country,"Decca 28525. ""The Things I Might Have Been"" and ""Divided By Two."" [Ctry4]",28000 & 29000 series ,Very Good ++
"WELLS, Kitty",DECCA,Singles: 7-inch,Country,"Decca 29419. ""Makin' Believe"" and ""Whose Shoulder Will You Cry On."" [Ctry4]",28000 & 29000 series ,Very Good
"WHITLEY, Don",GREAT,Singles: 7-inch,Country,"B-side= ""I Don't Love Her (Not Too Much Anymore)."" [Ctry4]","1002 ""It Sure Looks Lonesome Out Tonight"" ",Near Mint
"WHITMAN, Slim",IMPERIAL,Singles: 7-inch,Country,"B-side= ""End Of The World."" [Ctry4]","8144 ""Bandera Waltz"" ",Very Good +
"WHITMAN, Slim",IMPERIAL,Singles: 7-inch,Country,"B-side= ""All That I'm Asking Is Sympathy."" [Ctry4]","8180 ""How Can I Tell"" Black vinyl.",Very Good ++
"WILCOX, Harlow",PLANTATION,Singles: 7-inch,Country,"Plantation 28. ""Groovy Grubworm"" and ""Moose Trot."" [Ctry4] {Inst.}", ,Near Mint
"WILDER, Walt",LUNAR,Singles: 7-inch,Country,"B-side= ""All Of My Todays."" [Ctry4]","007 ""Plastic Rose"" ",Very Good ++
"WISEMAN, Mac",DOT,Singles: 7-inch,Country,"Dot 1126. ""Going To See My Baby"" and ""Fire In My Heart."" Small label tear on B-side. [Ctry4]",1062 thru 1266 ,Very Good ++
"WOOD, Deb",JBW,Singles: 7-inch,Country,"B-side= ""Sorry About That World Out There."" Label tear on one side. [Ctry4]","2020/21 ""Is It Really Over"" ",Very Good ++
"WOOD, Windy",RIMSTONE,Singles: 7-inch,Country,"B-side= ""Maiden's Prayer."" [Ctry4]","114 ""Faded Love"" ",Near Mint
"WOODWARD, Morgan",CHARTER,Singles: 7-inch,Country,"B-side= ""An Encouraging Word."" [Ctry4]","15 ""Heartache City"" ",Near Mint
"WRIGHT, Ginny",FABOR,Singles: 7-inch,Country,"Features recitation by Jim Reeves. B-side= ""I Want You Yes."" Small label nicks on side 1. [Ctry4]","101 ""I Love You"" ",Very Good
YORK BROTHERS,KING,Singles: 7-inch,Country,"King 1324. ""I Get The Blues In The Springtime"" and ""Mister Midnight."" [Ctry4]",983 thru 1449 ,Very Good +
"WILLIAMS, Jimmy",ABC-PAR,Promotional Singles,Soul,"Vinyl is VG++ to NM. There is some water damage on both sides of label. B-side= ""The Half Man.""","10471 ""I Gave My Love A Cherry"" ",Very Good ++
RENE & RENE,WHITE WHALE,Singles: 7-inch,Rock,"White Whale 287. ""Mornin'"" and ""Lo Mucho Que Te Quiero."" ", ,Very Good +
ROXY MUSIC,ATCO,Singles: 7-inch,Rock,"Pressing mistake. Both sides have the same label (Love Is The Drug) although ""Both Ends Burning"" is on the B-side. With original Atco sleeve.", ,Very Good ++
SAN REMO GOLDEN STRINGS,RIC-TIC,Singles: 7-inch,Rock,"Ric-Tic 104. ""Hungry For Love"" and ""All Turned On."" ", ,Very Good +
SWINGIN' MEDALLIONS,SMASH,Singles: 7-inch,Psychedelic/Garage,"Smash 2050. ""She Drives Me Out Of My Mind"" and ""You Gotta Have Faith."" Small cut-out hole. ", ,Very Good +
SWINGIN' MEDALLIONS,SMASH,Singles: 7-inch,Psychedelic/Garage,"Smash 2050. ""She Drives Me Out Of My Mind"" and ""You Gotta Faith."" Small cut-out hole. ", ,Very Good +
"TEMPO, Nino, & April Stevens",WHITE WHALE,Singles: 7-inch,Rock,"White Whale 236. ""I Can't Go On Living Baby Without You"" and ""All Strung Out."" ",236 thru 271 ,Near Mint
"TRAVERS, Pat",POLYDOR,Promotional Singles,Rock,Same song both sides.,"2080 ""Is This Love"" ",Near Mint
U2,ISLAND,Singles: 7-inch,Rock,"Island 99384. ""Bullet The Blue Sky"" and ""In God's Country.""", ,Very Good +
UNDERGROUND SUNSHINE,INTREPID,Singles: 7-inch,Psychedelic/Garage,"Intrepid 75002. ""Birthday"" and ""All I Want Is You.""", ,Very Good +
UPBEATS,SWAN,Singles: 7-inch,Rock,"White label. B-side= ""My Foolish Heart.""","4010 ""Just Like in the  Movies"" ",Very Good
"VALLI, Frankie",SMASH,Singles: 7-inch,Rock,"B-side= ""Night Hawk."" ","2015 ""Hurt Yourself"" ",Near Mint
"VEE, Bobby",LIBERTY,Singles: 7-inch,Rock,"","55964 ""Come Back When You Grow Up""/""Swahili Serenade"" ",Very Good ++
VICTORIANS,LIBERTY,Promotional Singles,Rock,"One side of label has some damage. B-side= ""Oh What A Night For Love.""","55693 ""Happy Birthday Baby"" ",Very Good ++
WALLACE BROTHERS,SIMS,Promotional Singles,Northern Soul,"B-side= ""Go On Girl.""","220 ""One Way Affair"" ",Near Mint
"WALLACE, Jerry",CHALLENGE,Promotional Singles,Rock,"B-side= ""Bambola.""","9205 ""Empty Arms Again"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""I Don't Even Know Myself.""","32846 ""Won't Get Fooled  Again"" ",Very Good +
"WILLIAMS, Billy",MGM,Singles: 7-inch,Rock,"MGM 11249. ""Between The Devil And The Deep Blue Sea"" and ""What You Don't Know Of Love."" ",10764 thru 11249 ,Very Good
"WILSON, Don Lee",LIBERTY,Singles: 7-inch,Rock,"Liberty 55862. ""Angel"" and ""No Matter What Shape.""", Promotional issues only.,Very Good
