ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
SNEAKER,HANDSHAKE,Promotional Singles,Rock,"B-side= ""In Time.""","02557 ""More Than Just The Two Of Us"" ",Near Mint
"SNOW, Connie",MIDAS,Singles: 7-inch,Rockabilly,"B-side= ""Darlin' Sue.""","04 ""Walkin' in My Sleep"" ",Very Good
"SNOW, Hank",RCA,Singles: 7-inch,Country,"B-side= ""With This Ring I Thee Wed."" With original RCA sleeve.","0557 ""I'm Movin' On"" ",Near Mint
"SNOW, Hank",RCA,Singles: 7-inch,Country,"RCA 295. ""You Broke The Chain That Held Our Hearts"" and ""No Golden Tomorrow Ahead."" With original RCA sleeve.",48-0056 thru 48-0400 Green vinyl.,Very Good
"SNOW, Hank",RCA,Singles: 7-inch,Country,"RCA 8713. ""Crazy Little Train (Or Love)"" and ""I've Cried A Mile."" [Ctry4]",7803 thru 9907 ,Very Good ++
"SNOW, Hank",RCA,Singles: 7-inch,X-mas,"Christmas record. RCA Victor 5340. ""The Reindeer Boogie"" and ""Christmas Roses.""",4346 thru 6715 ,Near Mint
SOLITAIRES,OLD TOWN,Singles: 7-inch,Doo Wop,"B-side= ""Later For You Baby.""","1015 ""Magic Rose"" ",Very Good
"SOLOMON, Ed",DIAMOND,Singles: 7-inch,Rock,"B-side= ""Whistling Drifter.","160 ""Beatle Flying  Saucer"" ",Good
"SOMMERS, Joanie",W.B.,Singles: 7-inch,Rock 'n' Roll,"W.B. 5275. ""Johnny Get Angry"" and ""(Theme From) A Summer Place.""",5226 thru 5454 ,Very Good
SON OF MISSISSIPPI,REB REBEL,Singles: 7-inch,Rock,"Rebel 500. ""Flight NAACP 105"" and ""The Voice Of Alabama.""",500 thru 512 ,Very Good ++
SONNY,ATCO,Singles: 7-inch,Rock,"Atco 6369. ""Laugh At Me"" and ""Tony."" Writing on one side of label.", ,Very Good
SONNY & CHER,VAULT,Singles: 7-inch,Rock,"","916 ""The Letter""/""Spring  Fever"" Previously issued as by Caesar & Cleo.",Very Good
SONS OF THE PIONEERS,DECCA,Singles: 7-inch,Country,"B-side= ""Cool Water."" Small sticker on one side of label.","46027 ""Tumbling Tumbleweeds"" ",Very Good ++
SONS OF THE PIONEERS,RCA,Singles: 7-inch,Country,"Green vinyl. RCA 0004. 1950. ""Cool Water.""",0100 thru 0400 series Colored vinyl.,Very Good
SOPWITH CAMEL,KAMA SUTRA,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Treadin'.""","217 ""Hello Hello"" ",Very Good +
"SORIANO, Carmen",ALPHA,Singles: 7-inch,Rock,"Novelty. B-side= ""Congratulations.""","045 ""Computer No. 9"" ",Very Good
SOUL RUNNERS,MO SOUL,Singles: 7-inch,Instrumental,"VG-. B-side= ""Last Date."" Soul.","103 ""Charley"" ",Very Good
SOUL RUNNERS,MO SOUL,Singles: 7-inch,Instrumental,"Killer Soul instrumental. B-side= ""Spreadin' Honey.""","101 ""Grits n'  Cornbread"" ",Good
SOUL STIRRERS,SPECIALTY,Singles: 7-inch,R&B,"Specialty 859. ""He's My Friend Until The End"" and ""Come And Go To That Land."" Some label wear on B-side.",800 series Black vinyl.,Very Good +
SOUL STIRRERS,SPECIALTY,Promotional Singles,R&B,"B-side= ""Until Then.""","911 ""Loved Ones Are Waiting"" ",Very Good
SOUL SURVIVORS,DELTA,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Love's Fate.""","2249 ""I Need Your Love"" ",Very Good +
SOUL SURVIVORS,CRIMSON,Singles: 7-inch,Psychedelic/Garage,"Crimson 1010. ""Expressway To Your Heart"" and ""Hey Gyp.""", ,Very Good ++
"SOUL, Billy",KING,Singles: 7-inch,Soul,"B-side= ""She's Gone, Part 2."" Small black mark on B-side. {R&B}","5904 ""She's Gone"" ",Near Mint
"SOUL, Jimmy",S.P.Q.R.,Promotional Singles,Soul,"B-side= ""Don't Release Me."" {R&B}","3305 ""If You Wanna Be Happy"" ",Near Mint
SOUNDS,MODERN,Singles: 7-inch,Doo Wop,"B-side= ""Cold Chills.""","975 ""So Unnecessary"" Blue label.",Very Good
SOUNDS,MODERN,Singles: 7-inch,Doo Wop,"B-side= ""Cold Chills.""","975 ""So Unnecessary"" Red or maroon label.",Very Good
SOUNDS OF HARLEY,MGM,Singles: 7-inch,Instrumental,"DJ Copy. B-side= ""Victorville Blues."" Rare Psych. Features Davie Allan for the Biker Soundtrack 'The Hard Road.' Special Disc Jockey Record.","14248 ""Hard Ride"" ",Mint
"SOUTH, Joe",NRC,Singles: 7-inch,Rockabilly,"B-side= ""My Fondest Memories."" Initials on one side of label.","5000 ""The Purple People Eater Meets the Witch Doctor"" ",Very Good ++
"SOUTH, Joe",NRC,Singles: 7-inch,Rockabilly,"B-side= ""It's Only You.""","002 ""I'm Snowed"" ",Near Mint
"SOUTH, Joe",CAPITOL,Singles: 7-inch,Rock,"Capitol 2248. ""Games People Play"" and ""Mirror Of Your Mind.""", ,Very Good +
"SOUTH, Joe",FAIRLANE,Singles: 7-inch,Rockabilly,"B-side= ""You're The Reason.""","21006 ""Juke Box"" ",Very Good
"SOUTHER, HILLMAN, FURAY BAND",ASYLUM,Promotional Singles,Rock,Small sticker on one side of label.,"45201 ""Fallin' In Love"" ",Very Good
"SOUTHER, J.D.",COLUMBIA,Promotional Singles,Rock,[RockB7],"11196 ""White Rhythm And Blues"" ",Near Mint
"SOUTHER, J.D.",COLUMBIA,Singles: 7-inch,Rock,"Columbia 11079. ""You're Only Lonely"" and ""Songs Of Love."" With original Columbia sleeve. [RockB7]", ,Very Good ++
SOUTHWEST F.O.B.,HIP,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Green Skies."" [RockB7]","8002 ""Smell of Incense"" ",Very Good
"SOVINE, Red",DECCA,Singles: 7-inch,Rockabilly,"Decca 29755. ""Why Baby Why"" and ""Missing You."" With original Decca sleeve.",Except 29825 & 30239 ,Very Good ++
"SOVINE, Red",STARDAY,Singles: 7-inch,Country,"Starday 896. ""Mr. Sunday Sun"" and ""Freightliner Fever."" [Ctry4]",500 thru 800 series ,Very Good ++
"SOVINE, Red",STARDAY,Singles: 7-inch,Country,"Starday 915. ""Enough To Take The Me Out Of Men"" and ""I'm Waiting Just For You."" [Ctry4]",Except 500 thru 800  series ,Near Mint
"SOVINE, Red",DECCA,Singles: 7-inch,Rockabilly,"B-side= ""No Thanks Bartender."" With original Decca sleeve.","30239 ""Juke Joint  Johnny"" ",Very Good ++
SPACEMEN,ALTON,Singles: 7-inch,Instrumental,"B-side= ""Lucky Bluebird."" Writing on one side of label.","300 ""Movin' Up"" ",Very Good +
SPADES        ,LIBERTY,Promotional Singles,Doo Wop,"B-side= ""Baby.""","55118 ""You Mean Everything To Me"" ",Very Good
"SPAK, Emil, & Encores",WGW,Singles: 7-inch,Rockabilly,"B-side= ""Hold-Up.""","3004 ""Stuck Up"" ",Very Good
SPANIELS,VEE-JAY,Promotional Singles,Doo Wop,"B-side= ""I Lost You."" Sticker on both sides of label.","264 ""Crazee Babee"" ",Very Good +
SPANIELS,VEE-JAY,Promotional Singles,Doo Wop,"B-side= ""Baby Come Along With Me.""","202 ""Since I Fell For You"" ",Very Good
SPANKY & OUR GANG,MERCURY,Picture Sleeves,Rock,"Mercury 72795. ""Like To Get To Know You.""", ,Near Mint
SPANKY & OUR GANG,MERCURY,Singles: 7-inch,Rock,"Mercury 72795. ""Like To Get To Know You"" and ""Three Ways From Tomorrow.""",72679 thru 72926 ,Near Mint
"SPANN, Otis",CHECKER,Singles: 7-inch,R&B,"B-side= ""Five Spot.""","807 ""It Must Have Been the  Devil"" ",Very Good
"SPANN, Otis, & Fleetwood Mac",BLUE HORIZON,Singles: 7-inch,Rock,"B-side= ""Hungry Country Girl.""","304 ""Walkin' "" ",Very Good +
SPARKLES,CARON,Singles: 7-inch,Rock 'n' Roll,"","94 ""The U.T.""/""He Can't Love  You"" ",Very Good
SPARKS,DELLA,Singles: 7-inch,Soul,"B-side= ""Don't Forget The Girl Back Home.""","1214 ""Give It Up Baby"" ",Very Good +
SPARKS,DECCA,Singles: 7-inch,Rockabilly,"B-side= ""Roamin' Candle.""","30509 ""A Cuddle and a  Kiss"" ",Very Good +
"SPARKS, Jerry",FIDELITY,Singles: 7-inch,Rockabilly,"B-side= ""Mighty Strong Love.""","4058 ""My Tears"" ",Very Good
SPARTANS,SCOPE,Singles: 7-inch,Instrumental,"B-side= ""Rock Team-Roll Team.""","1103 ""Zig Zag"" ",Very Good +
SPATS,ABC-PAR,Singles: 7-inch,Surf,"DJ copy. B-side= ""Have You Ever Seen Me Crying.""","10711 ""Go Go Yamaha"" ",Very Good +
"SPECTOR, Ronnie",COLUMBIA,Promotional Singles,Rock,With original Columbia sleeve.,"07082 ""Who Can Sleep"" ",Near Mint
"SPECTOR, Ronnie",APPLE,Picture Sleeves,Rock,"","1832 ""Try Some, Buy  Some"" ",Very Good +
"SPECTOR, Ronnie",APPLE,Singles: 7-inch,Rock,"B-side= ""Tandoori Chicken.""","1832 ""Try Some, Buy  Some"" ",Near Mint
"SPECTOR, Ronnie",COLUMBIA,Picture Sleeves,Rock,Has 'Demonstration- Not For Sale' printed on back of picture sleeve.,"07082 ""Who Can Sleep"" ",Very Good ++
SPEEDWAY BLVD,EPIC,Promotional Singles,Rock,Small sticker on back of label.,"50936 ""Speedway Boulevard"" ",Near Mint
"SPEEKS, Ronnie",KING,Promotional Singles,Rockabilly,"B-side= ""Please Wait For Me."" With original King sleeve.","5548 ""What Is Your Technique"" ",Very Good +
"SPELLMAN, Benny",MINIT,Singles: 7-inch,Northern Soul,"Minit 644. ""Fortune Teller"" and ""Lipstick Traces."" {R&B}", ,Very Good
"SPENCER, Vicki",BRUNSWICK,Promotional Singles,Rock 'n' Roll,"B-side= ""He's So Sweet.""","55222 ""Too Many Boyfriends"" ",Near Mint
SPIDERS,IMPERIAL,Singles: 7-inch,Doo Wop,"B-side= ""You're The One."" Very slight warp that does not affect play. Adhesive stickiness on one side of label.","5265 ""I Didn't Want to Do  It"" ",Very Good
SPIDERS,IMPERIAL,Singles: 7-inch,Doo Wop,"B-side= ""I'll Stop Crying."" Sticker and label tear on one side.","5280 ""Tears Began to  Flow"" ",Very Good
SPIDERS,IMPERIAL,Singles: 7-inch,Doo Wop,"B-side= ""Is It True?""","5366 ""Witchcraft"" Blue label.",Very Good
SPIDERS,IMPERIAL,Singles: 7-inch,Doo Wop,"B-side= ""I'm Searching.""","5291 ""I'm Slippin In"" ",Very Good +
SPIDERS,IMPERIAL,Singles: 7-inch,Doo Wop,"B-side= ""For A Thrill.""","5354 ""Bells in My  Heart"" Black label.",Very Good ++
SPIDERS,IMPERIAL,Singles: 7-inch,Doo Wop,"B-side= ""The Real Thing.""","5305 ""Mmm Mmm  Baby"" ",Very Good ++
SPIDERS,IMPERIAL,Singles: 7-inch,Doo Wop,"B-side= ""For A Thrill."" B-side of label has very minor light scratch across it.","5354 ""Bells in My  Heart"" Red label.",Near Mint
SPINAL TAP,ENIGMA,Singles: 7-inch,Rock,Small hole in center.,"1144 ""Christmas with the  Devil"" ",Very Good
SPINNERS,CRYSTALETTE,Singles: 7-inch,Instrumental,"DJ copy. B-side= ""Slave Chain."" Good surf guitar instrumental, first issue.","736  ""Boomerang"" Reissued as Surf Stomp, by the Crestriders and as The Lion, by Duke Mitchell.",Very Good +
SPINNERS,TRI-PHI,Singles: 7-inch,Doo Wop,"B-side= ""Heebie Jeebie's.""","1001 ""That's What Girls Are Made For"" ",Very Good +
SPINNERS,V.I.P.,Singles: 7-inch,Soul,"B-side= ""Together We Can Make Such Sweet Music.""","25057 ""It's a Shame"" ",Near Mint
SPIRAL STARECASE,COLUMBIA,Singles: 7-inch,Rock,"Columbia 44741. ""More Today Than Yesterday"" and ""Broken-Hearted Man.""
", ,Near Mint
SPLINTER,DARK HORSE,Promotional Singles,Rock,"","8523 ""Motions Of Love"" ",Very Good ++
SPOOKY TOOTH,A&M,Promotional Singles,Rock,"B-side= ""Waitin' For The Wind."" With original A&M sleeve.","1144 ""That Was Only Yesterday"" ",Very Good +
SPORTSMEN,KEY,Singles: 7-inch,Rockabilly,"B-side= ""Ooh Pretty Baby.""","503 ""Hot Rod Hop"" ",Near Mint
SPORTSMEN,A,Singles: 7-inch,Instrumental,"Killer surf instrumental. B-side= ""Sand Storm.""","104 ""Dreaming"" ",Near Mint
SPOTNICKS,FELSTED,Singles: 7-inch,Instrumental,"DJ copy. B-side= ""Spotnick."" Sticker on one side of label.","8649 ""Old Spinning  Wheel"" ",Near Mint
SPRINGERS,WAY OUT,Singles: 7-inch,Northern Soul,"B-side= ""I Know My Baby Loves Me.""","2699 ""I Know Why"" ",Very Good +
SPRINGFIELD RIFLE,JERDEN,Promotional Singles,Rock,"B-side= ""100 Or Two."" [RockB7]","812 ""Stop And Take A Look Around"" ",Very Good
"SPRINGFIELD, Dusty",PHILIPS,Singles: 7-inch,Rock,"Philips 40371. ""You Don't Have To Say You Love Me"" and ""Little By Little."" [RockB7]",40229 thru 40553 ,Very Good
"SPRINGFIELD, Dusty",ATLANTIC,Singles: 7-inch,Rock,"Atlantic 2580. ""Son-Of-A Preacher Man"" and ""Just A Little Lovin' (Early In The Mornin')."" Stickers on label.", ,Very Good
"SPRINGFIELD, Dusty",PHILIPS,Singles: 7-inch,Rock,"B-side= ""Do Re Mi.""","40207 ""Wishin' and  Hopin' "" ",Very Good
"SPRINGFIELD, Dusty",PHILIPS,Singles: 7-inch,Rock,"B-side= ""Once Upon A Time."" Small cut-out hole.","40162 ""I Only Want to Be with  You"" ",Very Good
"SPRINGFIELD, Dusty",ATLANTIC,Promotional Singles,Rock,"B-side= ""Breakfast In Bed.""","2606 ""Don't Forget About Me"" ",Near Mint
"SPRINGFIELD, Rick",RCA,Singles: 7-inch,Rock,"RCA 13070. ""Don't Talk To Strangers"" and ""Tonight.""", ,Very Good
SPRINGFIELDS,PHILIPS,Singles: 7-inch,Rock,"B-side= ""Aunt Rhody."" [RockB7]","40038 ""Silver Threads and Golden Needles"" ",Very Good +
SPRINGFIELDS,PHILIPS,Singles: 7-inch,Rock,"Philips 40072. ""Dear Hearts And Gentle People"" and ""Gotta Travel On.""",40072 thru 40121 ,Very Good
"SPRINGSTEEN, Bruce",CBS,Singles: 7-inch,Rock,Made in England. Still sealed with picture sleeve. ,"2969 ""Open All Night"" ",Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"","11431 ""Fade Away""/""Be  True"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","05728 ""My  Hometown"" ",Very Good ++
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","05606 ""I'm Goin'  Down"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Shut Out The Light."" [RockB8]","04680 ""Born in the USA"" ",Very Good ++
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Held Up Without A Gun."" [RockB8]","11391 ""Hungry Heart"" ",Very Good
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","04463 ""Dancing in the  Dark"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Jersey Girl."" [RockB8]","04561 ""Cover Me"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,Two small staple holes.,"04924 ""Glory Days"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Pink Cadillac.""","04463 ""Dancing in the  Dark"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Fade Away."" Grey label. Writing on label.","03243 ""Hungry Heart"" ",Very Good
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","04680 ""Born in the  USA"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","04561 ""Cover Me"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Santa Claus Is Comin' To Town.""","05728 ""My Hometown"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Stand On It.""","04924 ""Glory Days"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Merry Christmas Baby."" [RockB8]","06432 ""War"" ",Very Good +
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Lucky Man.""","07595 ""Brilliant   Disguise"" ",Very Good ++
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Johnny Bye Bye.""","04772 ""I'm on Fire"" ",Very Good +
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Roulette.""","07726 ""One Step Up"" ",Very Good
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,[RockB8],"11391 ""Hungry Heart"" ",Very Good
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","06432 ""War"" ",Very Good +
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Janey, Don't You Lose Heart."" With original Columbia sleeve. [RockB8]","05603 ""I'm Goin' Down"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","07726 ""One Step Up"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Picture Sleeves,Rock,"","11431 ""Fade Away"" ",Near Mint
"SPRINGSTEEN, Bruce",COLUMBIA,Singles: 7-inch,Rock,"B-side= ""Incident On 57th Street.""","06657 ""Fire"" ",Very Good
SPROUTS,RCA,Singles: 7-inch,Rockabilly,"B-side= ""Every Little Once In A While."" With original RCA sleeve.","7172 ""Skinny Minnie"" ",Very Good +
SPYRO GYRA............. P&R/LP '78,INFINITY,Singles: 7-inch,Rock,"B-side= ""Song For Lorraine."" [RockB8]","50011 ""Morning Dance"" ",Very Good +
"SQUIER, Billy",CAPITOL,Picture Sleeves,Rock,"Capitol 5370. ""Rock Me Tonight.""", ,Very Good ++
ST. JOHN & CARDINALS,SHURFINE,Singles: 7-inch,Surf,"DJ copy. B-side= ""The Rise."" Writing on one side of label.","010 ""Rampage"" ",Very Good
"STACY, Clyde",ARGYLE,Singles: 7-inch,Rockabilly,"B-side= ""A Broken Heart.""","1001 ""So Young"" ",Very Good +
"STACY, Clyde",CANDLELIGHT,Singles: 7-inch,Rockabilly,"B-side= ""Hoy Hoy.""","1015 ""So Young"" ",Very Good ++
"STACY, Clyde",BULLSEYE,Singles: 7-inch,Rockabilly,"B-side= ""Once In A While.""","1014 ""You Want Love"" ",Near Mint
"STACY, Clyde",BULLSEYE,Singles: 7-inch,Rockabilly,"B-side= ""Nobody's Darlin'.""","1004 ""Baby Shame"" ",Very Good +
"STACY, Clyde",BULLSEYE,Singles: 7-inch,Rockabilly,"B-side= ""I Sure Do Love You Baby."" Tape residue on B-side.","1008 ""Honky Tonk Hardwood Floor"" ",Near Mint
"STACY, Clyde",CANDLELIGHT,Singles: 7-inch,Rockabilly,"B-side= ""A Broken Heart.""","1018 ""Dream  Boy"" ",Very Good
"STACY, Clyde",G&H,Singles: 7-inch,Rockabilly,"","101 ""Baby Shame""/""You Want  Love"" First issue.",Near Mint
"STACY, Clyde",LEN,Singles: 7-inch,Rockabilly,"B-side= ""You're Satisfied.""","1015 ""Sit'in Down Crying"" ",Near Mint
"STAFFORD, Jim",MGM,Singles: 7-inch,Country,"MGM 14737. ""Wildwood Weed"" and ""The Last Chant.""", ,Very Good +
"STAFFORD, Terry",CRUSADER,Promotional Singles,Rock,"B-side= ""Hoping.""","110 ""A Little Bit Better"" ",Very Good
"STAFFORD, Terry",CRUSADER,Singles: 7-inch,Rock,"B-side= ""Judy."" [RockB8]","101 ""Suspicion"" ",Very Good ++
"STAFFORD, Terry",ATLANTIC,Singles: 7-inch,Country,"B-side= ""Say, Has Anybody Seen My Sweet Gypsy Rose.""","4006 ""Amarillo By  Morning"" ",Near Mint
"STAFFORD, Terry",CRUSADER,Singles: 7-inch,Rock,"B-side= ""Playing With Fire.""","105 ""I'll Touch a Star"" ",Near Mint
STAGE DOLLS,CHRYSALIS,Promotional Singles,Rock,"","23366 ""Love Cries"" ",Near Mint
STAINS,LOTUS,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Did You Ever Have To Make Up Your Mind."" Writing on label. Great guitar break.","1000 ""Now and Then"" ",Very Good
STANDELLS,TOWER,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Rari."" [RockB8]","185 ""Dirty Water"" ",Very Good
"STANDLEY, Johnny",CAPITOL,Singles: 7-inch,Pop,"B-side= ""It's In The Book, Part 2.""","2249 ""It's in the Book"" ",Very Good
STANKY BROWN GROUP,SIRE,Promotional Singles,Rock,[RockB8],"1007 ""Confident Man"" ",Very Good ++
STAPLE SINGERS,STAX,Singles: 7-inch,R&B,"Stax 0125. ""I'll Take You There"" and ""I'm Just Another Soldier.""", ,Very Good +
STARFIRES,DECCA,Promotional Singles,Doo Wop,"B-side= ""Tomorrow.""","30916 ""Love Is Here To Stay"" ",Very Good +
STARFIRES,SONIC,Singles: 7-inch,Instrumental,"X on one side of label. Great guitar surf instrumental. B-side= ""Hand Full Of Blood.""","7163 ""Re-Entry"" ",Very Good
STARLETS,PAM,Singles: 7-inch,Doo Wop,"B-side= ""You Are The One."" Tears on one side of label and minor edge warp that does not affect play.","1003 ""Better Tell Him No"" ",Very Good
STARLIGHTERS,AUTOGRAPH,Singles: 7-inch,Rockabilly,"B-side= ""Going Steady."" Picture/Autograph label. Teeny edge crack that does not affect play. Record hole slightly damaged.","203 ""Blue Eyed Blond"" ",Very Good
STARLIGHTERS,WHEEL,Singles: 7-inch,Instrumental,"","1004 ""Creepin' ""/""Hot   Licks"" ",Very Good ++
"STARR, Edwin",RIC-TIC,Singles: 7-inch,Northern Soul,Yellow label. Red print. Name written on one side of label.,"103 ""Agent Double-O  Soul"" Yellow label.",Very Good
"STARR, Edwin",SOUL,Singles: 7-inch,Soul,"B-side= ""There You Go (Instrumental).""","35103 ""There You Go"" ",Very Good +
"STARR, Jerry",ZYNN,Singles: 7-inch,Instrumental,"Guitar instrumental. B-side= ""Honest I Do.""","1012 ""Side Steppin"" ",Very Good ++
"STARR, Jimmy",DEBBIE,Singles: 7-inch,Rockabilly,"B-side= ""Oooh Crazy."" Paste Your Photo Here label. Writing on one side of label.","101 ""It's Only Make  Believe"" ",Very Good
"STARR, Kay",RCA,Singles: 7-inch,Pop,"B-side= ""I've Changed My Mind A Thousand Times.""","0131 ""Rock and Roll Waltz"" ",Very Good ++
"STARR, Randy",MAYFLOWER,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Workin' On The Santa Fe.""","17 ""You're Growing  Up"" ",Very Good
"STARR, Ringo",APPLE,Picture Sleeves,Rock,"B-side= ""Call Me."" [RockB8]","1876 ""Only You"" ",Very Good
"STARR, Ringo",APPLE,Picture Sleeves,Rock,"B-side= ""Oo-Wee.""","1882 ""It's All Down to Goodnight Vienna"" ",Very Good +
"STARR, Ringo",APPLE,Singles: 7-inch,Rock,"B-side= ""Oo-Wee."" [RockB8]","1882 ""It's All Down to Goodnight Vienna"" ",Very Good
"STARR, Ringo",APPLE,Picture Sleeves,Rock,Faint X on front of picture sleeve.,"1849 ""Back Off Boogaloo"" ",Very Good
"STARR, Ringo",APPLE,Picture Sleeves,Rock,"","1870 ""You're Sixteen"" ",Very Good
"STARR, Ringo",APPLE,Singles: 7-inch,Rock,"B-side= ""Call Me.""","1876 ""Only You"" ",Very Good ++
"STARR, Ringo",APPLE,Singles: 7-inch,Rock,"B-side= ""Devil Woman.""","1870 ""You're Sixteen"" With five-point star label.",Very Good ++
"STARR, Ringo",APPLE,Singles: 7-inch,Rock,"B-side= ""Down And Out.""","1865 ""Photograph"" ",Very Good
"STARR, Ringo",APPLE,Singles: 7-inch,Rock,"B-side= ""Blindman."" [RockB8]","1849 ""Back Off Boogaloo"" With a green apple on the label.",Very Good
"STARR, Ringo",ATLANTIC,Singles: 7-inch,Rock,"B-side= ""Cryin'."" Letter M written on one side of label. With original Atlantic sleeve.","3361 ""Dose of Rock 'N'  Roll"" ",Near Mint
"STARR, Ringo",APPLE,Singles: 7-inch,Rock,"B-side= ""Early 1970.""","1831 ""It Don't Come Easy"" ",Very Good
STARSHIP,GRUNT,Singles: 7-inch,Rock,"Blue vinyl. B-side= ""Hearts Of The World (Will Understand).""","14253 ""Sara"" ",Very Good ++
STARSHIP,GRUNT,Singles: 7-inch,Rock,"B-side= ""Hearts Of The World (Will Understand)."" Writing on one side of label. [RockB8]","14253 ""Sara"" ",Very Good
STARSHIP,GRUNT,Picture Sleeves,Rock,"Grunt 14253. ""Sara.""", ,Very Good +
STARSHIP,RCA,Singles: 7-inch,Rock,"RCA 5308. ""Girls Like You"" and ""Beat Patrol.""", ,Very Good +
STATUS QUO,CADET,Singles: 7-inch,Psychedelic/Garage,"Cadet 7001. ""Pictures Of Matchstick Men"" and ""Gentleman Joe's Sidewalk Cafe."" [RockB8]", ,Very Good
STEALERS WHEEL,A&M,Singles: 7-inch,Rock,"A&M 1416. ""Stuck In The Middle With You"" and ""Jose."" With original 'knife and fork' A&M sleeve.", ,Near Mint
"STEEL, Danny, with Hank Farrell & His Rythm [sic] Boys / Hank Farrell & His Rythm [sic] Boys",SOLAR,Singles: 7-inch,Instrumental,"","1013 ""Chinese Twist""/""Bad  Boy"" ",Very Good +
STEELERS,DATE,Singles: 7-inch,Soul,"B-side= ""I'm Sorry.""","1642 ""Get It from the  Bottom"" ",Very Good ++
STEELY DAN,ABC,Promotional Singles,Rock,"","12195 ""Kid Charlemagne"" ",Very Good +
STEELY DAN,MCA,Promotional Singles,Rock,"","40894 ""FM (No Static At All)"" ",Near Mint
STEELY DAN,ABC,Singles: 7-inch,Rock,"ABC 11439. ""Rikki Don't Lose That Number"" and ""Any Major Dude Will Tell You."" [RockB8]", ,Very Good ++
STEELY DAN,MCA,Singles: 7-inch,Rock,"MCA 40894. ""FM (No Static At All)"" and ""FM (No Static At All)- Reprise."" With original MCA sleeve. [RockB8]", ,Very Good
"STEFAN, Don",WILLETT,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Never A Day Goes By.""","108 ""A Lover's Dream"" ",Very Good
"STEIN, Frankie, & His Ghouls",POWER,Singles: 7-inch,Rock,"B-side= ""Weerdo The Wolf."" Horror novelty.","338 ""Goon River"" ",Very Good
"STEINMAN, Jim",EPIC,Promotional Singles,Rock,"B-side= ""Rock And Roll Dreams Come Through.""","1232 ""The Storm"" ",Very Good ++
"STEINMAN, Jim",EPIC,Picture Sleeves,Rock,"Epic 1232. ""The Storm.""", ,Very Good +
STEMMONS EXPRESS,WAND,Singles: 7-inch,Northern Soul,DJ copy.,"1198 ""Woman, Love  Thief"" ",Near Mint
STEPPENWOLF,ABC,Singles: 7-inch,Rock,"ABC 4192. ""It's Never Too Late"" and ""Happy Birthday."" [RockB8]", ,Very Good
STEPPENWOLF,ABC,Promotional Singles,Rock,"B-side= ""Happy Birthday."" [RockB8]","4192 ""It's Never Too Late"" ",Near Mint
STEPPENWOLF,MUMS,Picture Sleeves,Rock,"","6031 ""Straight Shootin'  Woman"" ",Very Good +
STEPPENWOLF,MUMS,Singles: 7-inch,Rock,"MUMS 6031. ""Straight Shootin' Woman"" and ""Justice Don't Be Slow.""", ,Near Mint
